ID del canal,Título del canal,categoria,logo_url
UCi4IVupPOTiKthWQ2tfh1Hw,Razón Vertical,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_kqOPHYMTQXhBC1X6gim2Yo6QZtzGGvogaaM6Hye_cGxIY=s240-c-k-c0x00ffffff-no-rj
UCi4fcBVyo4CAnmdgXeO-NvA,CBS Boston,Noticias y medios (internacionales),https://yt3.ggpht.com/bLcpvtZutm87ViHDCNhnIGtqIQtQfsBQ77kfcvkQcJdHcsJ294HZtwlsHSolvFICgEZV9hELEQ=s240-c-k-c0x00ffffff-no-rj
UCi7Zk9baY1tvdlgxIML8MXg,CTV News,Noticias y medios (internacionales),https://yt3.ggpht.com/F1QF1sUtJvIrLSb4VOuDBWxeizO_WupZOf_dV9LLn47rJDpNAl8irkfBwVOnHvnuLgLt-xjVGks=s240-c-k-c0x00ffffff-no-rj
UCi9thgLbI6E127Vu6Hxp8ug,Noticias Telemedellín,Noticias y medios (Colombia),https://yt3.ggpht.com/C7STbzsKkjf0EOtcqZLTEHdMWjTscTEz27PnzFoQ7FwqcgxIE3VEjP0dzcyYd2Hxsp71oqGQg5Q=s240-c-k-c0x00ffffff-no-rj
UCiCvistzsGjOSixCrbba6jw,NASA Wallops,Robótica y espacio,https://yt3.ggpht.com/ZJk6f1B8jPdpxxHjx1d5LeegxG9Xp3G5jJZsKk79zQ7rvBd9AEFydxtgI9xy3xPaGfuzp2b60g=s240-c-k-c0x00ffffff-no-rj
UCiDJtJKMICpb9B1qf7qjEOA,Adam Savage’s Tested,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/ytc/AIdro_lJNRS5W3nnMhU5L_V3Nl2zqoJTh1POU3hrHSYYIzLCycE=s240-c-k-c0x00ffffff-no-rj
UCiE8Bhqwsxx4sjYzS2hxL9w,Ash Watson,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/aZCJGOFLJ7sa5oNLwwV6E1XCN-obW-WpoqWNDZ1EkSffJds73zhEoB6a-04lw5Puf1edCAIHIQ=s240-c-k-c0x00ffffff-no-rj
UCiF_zKbSXge6nNkRLSEzCQQ,Kogan Page,"Salud, medicina y anatomía",https://yt3.ggpht.com/ytc/AIdro_n-AiQvHfxo0rYjuFL6GiN0moqSdpN4jxE6LxqcxSxLcNs=s240-c-k-c0x00ffffff-no-rj
UCiHgT5MwyPZ9lQF48iqFW1g,Kienyke,Noticias y medios (Colombia),https://yt3.ggpht.com/wGJY5ryT-STnS4XzxW7hUYdNmVBqMeOqeSWIvXJ1FsCSfHLNN7cRsB4fyd5oJTpuxftqc45X=s240-c-k-c0x00ffffff-no-rj
UCiHxT7z8QgMzQ1wja3dyUng,Citadel Securities,"Economía, finanzas y negocios",https://yt3.ggpht.com/O7flrMRnAo9FugADrfBoyqnxM8gSbqrJiqqwfM0UG4cUwjmJ49q8g90pDXgvJtnOusUh2jUF5QI=s240-c-k-c0x00ffffff-no-rj
UCiMPkzrVSCEDm3TatvdVylw,International Energy Agency,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/XfVEV-_jkR4Dkh0rONs0GR-JGL2jl4IQt7WfzyReQYqUKzMOBcRU3Y8UMC7mpqqarkgWUJQMeg=s240-c-k-c0x00ffffff-no-rj
UCiNLLKCU7FR-rJsnv2uo-TQ,Santiago Trespalacios,Universidades y academia,https://yt3.ggpht.com/n88jFe3PohSVBcG6ZywWgcAINR71GwbVGoDa6be1o1VrQYRs6sIY1jQ1e1FWcyRUP-1nfPBr=s240-c-k-c0x00ffffff-no-rj
UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/MNpdHOzEw6Pnvf4W8C0KtcMbua-629o7ydyPAuholQPTvDMLepPWxQeueIrnQ9WJ_bOSaoTW=s240-c-k-c0x00ffffff-no-rj
UCiYz13oBxLT7783ktxsdEGg,Análisis Urbano | Noticias ,Noticias y medios (Colombia),https://yt3.ggpht.com/FVSb6xpk5Z3kOillBUjNUmDh8StUr6YVK2TeaaytH3cAcF7kpvrrKXCvDw5XTfaQLt5ySaz_WA=s240-c-k-c0x00ffffff-no-rj
UCiZLhyFBJPwvdcvZn0pdMtA,Adventure of The Viper,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/TRoyeAahhWGk3PXZqn4lp9_JaNn5QrDfELh_WddFIy5d8k29odQU-T-V2wim4yWuoRYmP0LulrI=s240-c-k-c0x00ffffff-no-rj
UCiaMgGKzjWqZyaK6g5iNMeg,EfectoNaim,Noticias y medios (Colombia),https://yt3.ggpht.com/ytc/AIdro_kaQRa_GwVIxyoww0fUdGkkCxwrenQ4ixk_Oo8DV5iKiQ=s240-c-k-c0x00ffffff-no-rj
UCiaZbznpWV1o-KLxj8zqR6A,.NET Foundation,Programación y desarrollo de software,https://yt3.ggpht.com/ytc/AIdro_kYQyo06jYwx1PRaREzxdNOeuLlShj2Tzwu_dylgEsevQ=s240-c-k-c0x00ffffff-no-rj
UCib7CdvhDb8rzLlUvt9bsgA,CasaEstrategias,Política y gobierno de Colombia,https://yt3.ggpht.com/or-wt2MYjn65p7HGYYfOQCS1nfe_0QqtmirDdJ8q_wz6Mqx7R5ILY5Lq8HdLyFrQhagS7mom=s240-c-k-c0x00ffffff-no-rj
UCicDiNAoqNNc38YX9z-YNtg,Correlation One,Plataformas de educación online,https://yt3.ggpht.com/uuzdIz50xZNOMx7OEQyO2Z5J9_3e2hmS7GTAEIPP-E5wK9X6CJ7OuhjYJy6ZHAjbJFnsutQSrA=s240-c-k-c0x00ffffff-no-rj
UCifgDk-uWpEOdPty8zJDoUg,Apple Colombia,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/17mzDLnd4Bx8YpduDNOE71dA_99T_XWD1N23Dx7mrT7A_bi8ezFFjaLc4JilhDALgS7apkC0xA=s240-c-k-c0x00ffffff-no-rj
UCihM7TXDdO2X5k65rOpYHTQ,Hexagon,Robótica y espacio,https://yt3.ggpht.com/yh0bkxaN0vP2TDOIehKSEEp2UZcp-kYNd0AHyzd9ovjgSZtiaMfYK1X1wE66c4ISOixbj26-2g=s240-c-k-c0x00ffffff-no-rj
UCii9ezsUa_mBiSdw0PtSOaw,Hoog,"Automóviles, mecánica e ingeniería aplicada",https://yt3.ggpht.com/sZBlnPBDaAztZjM1pwfvOJjj0L0lLckM2fP3NwOf3ZhiLo7OsS0PbH2jzaBkSXvpJtgeC2YZ=s240-c-k-c0x00ffffff-no-rj
UCirYnEfIjR8L1-sM2ozb7QQ,Windsurf,Programación y desarrollo de software,https://yt3.ggpht.com/6kLNxjLW3OREYdL7Y_sAzCuolXAmQkjJZVTCAch3Q_-hGZ2049wD2PSTFTfi9M8Iqh0PpxgChjU=s240-c-k-c0x00ffffff-no-rj
UCiuDswZU50IGRKvF2AkVjrQ,CC ACADEMY,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/1w769htYwi7CTJ1P5AqaKMlzGRvZvV_TAqe1ZaVWnBlPxFP33-sMq4rsQtRdlq8nWeyj0e1IlQ=s240-c-k-c0x00ffffff-no-rj
UCiub-x47pQFc8VjF6KgjNXg,미스터 프로세스 Mr.Process ,"Automóviles, mecánica e ingeniería aplicada",https://yt3.ggpht.com/Z5kNIx6mS33sRHku0HIohAXs7xOPKC56uDpYCq584pSIecqmxBQkzXeEp6fCCI-_8sIAUKSQdx0=s240-c-k-c0x00ffffff-no-rj
UCiwONrM7vF6YtmbApFJNgaA,Velocidad Total,"Automóviles, mecánica e ingeniería aplicada",https://yt3.ggpht.com/ytc/AIdro_mpOJWJSvFHk8wU7gvz4RLAJs4ovkfhGsz3Bf1IPwS4jgw=s240-c-k-c0x00ffffff-no-rj
UCj-Bg0nM91MPy0wTJRINsnQ,NeuroInsight,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_k4JbAnzXjTPeeGosDX0r2moWYKGPjkLYt-PbPvdeAOJA=s240-c-k-c0x00ffffff-no-rj
UCj-_77Q1UK8qx2XJaYILagA,Inspiraggio,"Historia, documentales y cultura",https://yt3.ggpht.com/7YQrd4aDxWxIOusNPKER_CWE5z2a1e5wh5tzimnwYYtZYFZJuZQVuvjclU96rtxYtgTVpU8M4AM=s240-c-k-c0x00ffffff-no-rj
UCj0TppyxzQWm9JbMg3CP8Rg,CGTN Europe,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_m72n4fRBXMnz-Q8YYhrzAUhNf_O1bAK1NbikOPVNT_RY4Z=s240-c-k-c0x00ffffff-no-rj
UCj209lI3ZOmOCkK8e3qFFNQ,Ryan Humiston,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_nSCEyHoQPcE60Du48mG-T42sQRp-GLA9L6KPKY1E1YJ8NW=s240-c-k-c0x00ffffff-no-rj
UCj2yfi7k_7hOY62FuXgqfAA,Grupo de Economía de la Salud,Universidades y academia,https://yt3.ggpht.com/ZA-ooKjY4K4Iek1wprZJEXKmKWSOt7nx-Gge09FDcrYfjqDFfjPuLDe7LCj1IC1vyUc0vDuPwUY=s240-c-k-c0x00ffffff-no-rj
UCj7wKsOBhRD9Jy4yahkMRMw,CGTN America,Noticias y medios (internacionales),https://yt3.ggpht.com/ytc/AIdro_mefQkoSbVqMioBBQOYgr-c31o3HDuH3_3tXb2SuZgAnSE=s240-c-k-c0x00ffffff-no-rj
UCj8u5vUk8Ed8yV1tbLiwVEQ,Relax Asmr,"Salud, medicina y anatomía",https://yt3.ggpht.com/a7iyEpCV6cvnWm0EAoql30d1jTb1bec1CCEhkXq-ogs-RGsbAkP-uRVOfClddDZWZBI56j_k=s240-c-k-c0x00ffffff-no-rj
UCj98X_6ZxT9Xcx7NO0ECXZw,Coding Cart,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_n7biLJKLC2djYhyHt2ne4rI045onsFFntKJNHeWxhqB1M=s240-c-k-c0x00ffffff-no-rj
UCjG-bUhM813LndEDNOJNCcw,Harvard Medical School,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_lHa-Bi1oaW0zp09BYQgS1cMAYj0x8rVjjwVS0Rw3fIPNM=s240-c-k-c0x00ffffff-no-rj
UCjGqxn7_-dqXmS6MAITkmTw,Physics World,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_kp8TFWi75SecJjF4oRfY6u-wsZu3tn6-AVvT6oQNTnkQo=s240-c-k-c0x00ffffff-no-rj
UCjGuH-Ggb-KWpoMtn3vo8dw,Ricardo Lizana Vela,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/ytc/AIdro_kgO2zMhWfWquSIOhzOJF9U92peS8ZW_qns6zJHx8SnRx4=s240-c-k-c0x00ffffff-no-rj
UCjHz5SVHeMT0AViCYZvsGDA,NOVA PBS Official,Robótica y espacio,https://yt3.ggpht.com/yx6flJI75s--RAq27RgNOD-BQ_u_H4UNoQZlma1j1Txb0iSPZO5RoUW4sROUvP0g2-aClkjruO8=s240-c-k-c0x00ffffff-no-rj
UCjIMtrzxYc0lblGhmOgC_CA,Every,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/R4P_tnr5Eh-_yEhKUE144h2o7L7_maYCtKG1Y0DaNf_q-zSQWZSYCp2Erdd90OshDp0WSCLUFA=s240-c-k-c0x00ffffff-no-rj
UCjJj4csGgTlp2IJAy0QFV6g,Lucas Trubiano,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/4VYax8VbXuDZo4QTLMscsRwFnAjL7klHc2TK9GsYndMumb6bnesUlQnNRhK2r8Z5NxEfs7pTBLQ=s240-c-k-c0x00ffffff-no-rj
UCjJtr2fFcUp6yljzJOzpHUg,NASA's Kennedy Space Center,Robótica y espacio,https://yt3.ggpht.com/ytc/AIdro_kFVq11zKbabllzdvhms8Gjct6mmiyWfRMT4ErfhOxnbA=s240-c-k-c0x00ffffff-no-rj
UCjMGMWnToRcQRqmyVB4R2xQ,CLARÍN,Noticias y medios (internacionales),https://yt3.ggpht.com/td1iRiDFIzNT63ZodvhqUNFSu61iXrooO3oVEJFDiTMrtacCWKZanlaS5VSC7r1R45tD5p4mRA=s240-c-k-c0x00ffffff-no-rj
UCjORebAttL8PJnlLUGoJqdw,Facultad de Informática - Universidad Complutense de Madrid,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_mFAgwXifglJwuaKlNa-W2z8kDOnN3iLLIGq1Jl6_xasA=s240-c-k-c0x00ffffff-no-rj
UCjPjIN07MRDvnlO_9KvD_hg,SoftDoit,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/ZzOi-7JrtejyOiUNzKD6u1GlicyQf22hm1Kc5M2nku8StpaUDVU20Q4iJ4oOrXZDKntk6Lsh8UY=s240-c-k-c0x00ffffff-no-rj
UCjUb0pALtzJwPDu67lkqHdA,Man Flow Yoga,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/ytc/AIdro_mc3qsve-2FwzxkdZVpyslwSgzpmDtXHqBlUUfFrTYccmg=s240-c-k-c0x00ffffff-no-rj
UCjWY5hREA6FFYrthD0rZNIw,Krish Naik Hindi,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/2SYrtYbTZ55RpPkTYkJ88zbK8nJuimy_4QPOjcmelGuNMUyooB-a1ZxQzdEdI5HaahKHIolAeA=s240-c-k-c0x00ffffff-no-rj
UCjXIEjEl649RSqLD9qPj7Xg,IU Digital de Antioquia,Universidades y academia,https://yt3.ggpht.com/hws3yVI1RYGCd1dfR0y30BJoGlPnZVlfNmDWCOmp2iTL87Lx5UcEbxDH3S4wsTO8C4nsO3iuYxs=s240-c-k-c0x00ffffff-no-rj
UCjZaahWWnibfqSlJWxdU28g,Init 2030,Programación y desarrollo de software,https://yt3.ggpht.com/D5HMFJRQYK286Xy8nZ6Z7aH5zQZHxAYrCfWWCTrJpRX8sY6zsXOybAXq51Am1FSqAE9zq7aabA=s240-c-k-c0x00ffffff-no-rj
UCjZeJQVSkkydgZmSUucB9kA,Quantum Sense,Universidades y academia,https://yt3.ggpht.com/m7U2GhdP4bYYIZLhnm_EzUNBCPURZ3TOfPARBLCoUsikFloXZAEbbhoKNEEqJnyERiEmKri-M8Q=s240-c-k-c0x00ffffff-no-rj
UCjZtM66iy8podDmc8dbsNHg,Hollman Morris,Noticias y medios (Colombia),https://yt3.ggpht.com/ejpFNT45Gna-eosxHk5kMqjI7kz67orvx2_aiI3ivuUeBXe4zJHDNSpBukEAf_iVbl5T8hVz=s240-c-k-c0x00ffffff-no-rj
UCjhGlILWNloXJdR2NTCBMlA,storytelling with data,"Podcasts, entrevistas y opinión",https://yt3.ggpht.com/fp-TY3-mcz83yeES7gbZooPiloy5iZXn08-WpDpNsifX0GhLBXjrywsqKguZHHFVtS_ap1q2PA=s240-c-k-c0x00ffffff-no-rj
UCjnaQx-ldEvNWO5U52o2tuA,Gabriel Merlo,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/8DTgg1k8Y_tt6rITzxYWXDdeR3PTXFsK8D49eAAOp3X2SA0Fa0VFSlnQ6m2LDiiNGEdFMhbY2w=s240-c-k-c0x00ffffff-no-rj
UCjnx1DXu7LBXoMfGc60z6aw,SingleStore,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/gB4KAngVWA7m2l3gNcjfyXsWyS9ZpE248XPb-5Gu9KR--3qRqmC71c13i2LwlkUDxDdIfcENiw=s240-c-k-c0x00ffffff-no-rj
UCjofmi35gSKpBeioMv2Z7Tw,Raúl Ordóñez - Inteligencia Artificial,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/rYaO5eYqXb0VhS1RR7wOFUzwD9byQy2WSjkAfozD-oboVbD252Hd6g-pAsghRcJMf2ZwjA5WWA=s240-c-k-c0x00ffffff-no-rj
UCjor6U0ZF5zGAYLJJt9gr0A,PyCon Colombia,Programación y desarrollo de software,https://yt3.ggpht.com/x0RIxf4gV1JPs-lVWlvhev6-humJ6LRY9VcJM1HlfGdf4vgP-GEftr-gSEZD2DyhR9-93XkisQ=s240-c-k-c0x00ffffff-no-rj
UCjqDDqUh1DgjrlNjLR5p8nw,AI Papers Academy,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/qCT4P1WevIGq1t27rhb7QQRIkzgzqet1mSNg6KZ3YJh6bjP0futsKJxL8KGH0HG03INJeAUdbQ=s240-c-k-c0x00ffffff-no-rj
UCk13VBWaQxNPTZUiS2ZDZfg,Tamia Jayy,YouTuber / Entretenimiento personal,https://yt3.ggpht.com/ytc/AIdro_lH83wGJmQMlaDiI1EY_pzXZSECHbId9_MG3R4NnjIewb9C=s240-c-k-c0x00ffffff-no-rj
UCk1OY6dcIywe71Q5S--UG_g,Museo Nacional de Colombia,"Historia, documentales y cultura",https://yt3.ggpht.com/3Gk3-LXuEKEhJyleYvG8qrEmxfd-eH4b-E4G8Hd9sPcMCHoJNjArLSOOfWuZLzgVB610gpCNzw=s240-c-k-c0x00ffffff-no-rj
UCk7Erci-4TasCEul9XfJHqQ,Universidad de La Sabana,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_lSASC7KVYru7JolUmJcxVfqo7tkWLUFAydoH_n51X5EG4=s240-c-k-c0x00ffffff-no-rj
UCk7SjrXVXAj8m8BLgzh6dGA,Intel,Empresas de hardware / tecnología de consumo,https://yt3.ggpht.com/ytc/AIdro_mCDH_xnQwdxg7miGKw4lsNuqcLn0uwDY7KJ6vF3NlKdwsd=s240-c-k-c0x00ffffff-no-rj
UCk8n46m74K5XWfdeBzOXDfA,Harvard Business School,Universidades y academia,https://yt3.ggpht.com/0aKzHHQiw9CiUfYhC73qS81z24pPbckdkv8hHfUF4t8ro7F6UC3zE2914pjJNAGL9z2JJKWBOQ=s240-c-k-c0x00ffffff-no-rj
UCkAQWrz-9f0rMFpWkoTEtQQ,Brandon Harding,"Fitness, ejercicio y salud física",https://yt3.ggpht.com/6FjfL43BUnjAx5Zqgl-fNLD-yIsJws5MDZ66RBK8AFkYGnX4obv2WfM_LHjB567ZOpA6BdOd=s240-c-k-c0x00ffffff-no-rj
UCkEjyWERHlnOdZ6l12aOBzw,"BERSTIC Red de Ciencia, Tecnología e Innovación",Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_lIT820RncHrWe1yVZub9rVgCYvURFC47gJGTtZn-xS-kU=s240-c-k-c0x00ffffff-no-rj
UCkF6WC3cu-Ncr1wfKcoW2jw,Hoogenraad Lab,"Salud, medicina y anatomía",https://yt3.ggpht.com/ytc/AIdro_n1psTm7MdI2WDUgRWLPYbt1Pg-Wo2k7dCH_dIj16Nypw=s240-c-k-c0x00ffffff-no-rj
UCkFRq8rlm8RfPzEB22W-uuw,Sapiencia Medellín,Universidades y academia,https://yt3.ggpht.com/8PqrpyZ93reNB2j7OnuajNaep9SLI-FNSWRh-qmIoCE7grO3Pw8_xKFX4H_12ND1HcUI0Q1FMw=s240-c-k-c0x00ffffff-no-rj
UCkFSUytHQoe9jV31Vf6fjag,Cristian Henao,Programación y desarrollo de software,https://yt3.ggpht.com/zoWG4Mo7k5TejYelLWBYx4L4-qYQJ9Y6P7npmEoJlI9DRFD5v4PBDY24O4vUTEVWTCHeNk1wAA=s240-c-k-c0x00ffffff-no-rj
UCkH1uDkyuO9sVjSqdqBygOg,CBS LA,Noticias y medios (internacionales),https://yt3.ggpht.com/KGS7avlCXdI7mNNxdRzIdgz1vL9xGcxzHmj801bsgu9FYsYJyAW5H4JiL15FTTFVbTESY_7sDg=s240-c-k-c0x00ffffff-no-rj
UCkIS8hii93hF2q0TQFD-sEQ,Zohran Mamdani for NYC,Sin clasificar (requiere revisión manual),https://yt3.ggpht.com/avEB_XnXgDUjG5-s8aCxXSNC5ttkWxdfxup4m_XB2Kmsis-P2uzzkhXgg-HnRbyjpdUkRw8KZg=s240-c-k-c0x00ffffff-no-rj
UCkJV9VaWUY-x3zmDaDEz9Zg,AI with Alex,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/h-l6n03g7I1joynOpxdQbj6hfqYHt3SwTs5HpSVq1LxCCk-XyK7Upt5i6A3g3Tly5oR68EZu=s240-c-k-c0x00ffffff-no-rj
UCkJiix7tKR96sYUHA4BLXlg,El Ventilador,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_n799fFegwDPypiYSXi18jFSR2KFTKgu_MYB-iFdjRyTA=s240-c-k-c0x00ffffff-no-rj
UCkLDuCs-KDAeYurtj4H2G2A,Álvaro Uribe Vélez,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_lwcbBlw_pDdOWfFQmDG_WB08P9JUwQmPSIKbO8o98bUYo=s240-c-k-c0x00ffffff-no-rj
UCkUJbGxsZmFabn7EY7rfwgA,Princeton Digital Group,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_mga3gSdncfrpyRVnXEUlhQ901njVWrYOYdI781XALLUw=s240-c-k-c0x00ffffff-no-rj
UCkWLGZL69LhjjgGRKhcAE_w,Google for Startups,Google,https://yt3.ggpht.com/ytc/AIdro_n3anK0o7gAPPtCy5WX5RF6Io_tcZsIPcsqEwK8XmPvSWw=s240-c-k-c0x00ffffff-no-rj
UCk_Il3HoK3qTz1tvzyphozg,Cognition,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/uJ4jR2ySOZZwI_uX0uHWo8js9rS-2C_GxlVl5vyUU-lTVTqsFjBZ19mzPsAO3l_mG9f09713AxY=s240-c-k-c0x00ffffff-no-rj
UCk_Ni5Zww7DlljlCh-ClRRg,Escuela de Artes y Humanidades - EAFIT,Universidades y academia,https://yt3.ggpht.com/aMfA3iQKbS8L4zvQbTZiBViaZz0O2acN9OQpOEGnH-CmM0CKYsJIwPRs1HXud8J9JlH_Nlp8kw=s240-c-k-c0x00ffffff-no-rj
UCkcR6LmTzCs93pmZ76bEy_g,Matarife Oficial,Política y gobierno de Colombia,https://yt3.ggpht.com/LxPZ7S4bIpUfqnVscNxnOeWLhKa3viMchqOZEKUD_EyTUzZNJQE5IUuymbwvZBFpU7R_7vaYbA=s240-c-k-c0x00ffffff-no-rj
UCkccyEbqhhM3uKOI6Shm-4Q,Meganoticias,Noticias y medios (internacionales),https://yt3.ggpht.com/htkscWIOrPdUqfKOaPPjB4keqvFXhpF9-ETdbfGGdkEiQJZV_QGyVPQM9sLjMC8XW8dlNsoTPs0=s240-c-k-c0x00ffffff-no-rj
UCkdnY2hNC0sdlVXPtWuNQ8g,New York Times Podcasts,Noticias y medios (internacionales),https://yt3.ggpht.com/wMkqoA8N0hK0GF_eUWwGeVVBgENlkRqP1pw3hPnCmglfNDahrKnODtxL3H6ChsACDJ8QeWtxcr4=s240-c-k-c0x00ffffff-no-rj
UCkjc8QqfHafOfpR71a38N-A,Dinero,"Economía, finanzas y negocios",https://yt3.ggpht.com/ytc/AIdro_npd9a-hlHeCPvmkIqYhFMSgZ0u8qnVqV2p_xzoZ7AmvOI=s240-c-k-c0x00ffffff-no-rj
UCknLrEdhRCp1aegoMqRaCZg,DW News,Noticias y medios (internacionales),https://yt3.ggpht.com/NSOdTQTWlqMy8O_j32dx-ftfTCHMOt04Hm7KZ4pfAK6-eQzQSZMWvvss90kG8KQfJ7iNP3phyA=s240-c-k-c0x00ffffff-no-rj
UCktMIWomeuj4pwvBb-OBwMw,Infinite Codes,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/0orUI1b4aB-MaJdElATaW5azRqk3R7Yxhc4GLp8jC_O8dvx2GDZsF5imJtAWIjfGZ1-PIO8dPg=s240-c-k-c0x00ffffff-no-rj
UCkw4JCwteGrDHIsyIIKo4tQ,edureka!,Plataformas de educación online,https://yt3.ggpht.com/fkoY1WFQrc9eK6FwzrZVi-hZFBdpCUfSYPy6k9VSVP4H1Cqo_0pwIgpgOn-uCRgFPlz_AtGGog=s240-c-k-c0x00ffffff-no-rj
UCkwTkQ5dmO16fPPnhE3SrMg,Servicio Geológico Colombiano,Política y gobierno de Colombia,https://yt3.ggpht.com/Ih0E5w9RU-aIrokb5glOShx8bCkznFavF9qnts1QOn7Di0pJNs6kHM6uhIgHZQD3RABGtTn7Og=s240-c-k-c0x00ffffff-no-rj
UCl1VtA6Z05RhCon_NX_1UAg,Carolina Sanin,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_kisRiEL3S7GPqECWvAo9nRYEy3KFVP5MwMHdSToVgQPg=s240-c-k-c0x00ffffff-no-rj
UCl1uTjOG-hNI5Z3A_qd_TuA,KAIST DRCD Lab,Robótica y espacio,https://yt3.ggpht.com/3cnEPKKGFaJPlW8X7gHgqhQ8zUNrPP69o1y4I-kyEtl68pPFD49S9XOqXHyFpxIc4Sbt5Wy3=s240-c-k-c0x00ffffff-no-rj
UCl6mot8r88CN6HM8kd2IEYg,Johannes Jolkkonen | Funktio AI,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/5GxmqnpPAr3BJ6M8GQfkCD72KWEF_3-ZSghpZNSS2DVbh-dE2h6b5Sb2HP3-mjf6MnpibE3RGLA=s240-c-k-c0x00ffffff-no-rj
UClAly-8fMZ4K2sqRvAPmXrg,LUISEFE VIDEOS,"Historia, documentales y cultura",https://yt3.ggpht.com/ytc/AIdro_n8fbZBoFwJp184n28qLezvlDfhQVMtZpdEQsLNlppai2DU=s240-c-k-c0x00ffffff-no-rj
UClBNq7mCMf5xm8baE_VMl3A,Qiskit,Infraestructura cloud / software empresarial,https://yt3.ggpht.com/YQnuzB3TXutCUHZvEdkWgc-Vtkyiy480S8ba_uwN4koTHmddv2G3iJuWGx0mNkJR552Z6-bdE9w=s240-c-k-c0x00ffffff-no-rj
UClC7A82p47Nnj8ttU_COYeA,IARAI Research,Inteligencia artificial / ML / Data Science,https://yt3.ggpht.com/ytc/AIdro_map7GquIqUBLodE3RPJmClIfx8T_XctSvoaHtefymbBg=s240-c-k-c0x00ffffff-no-rj
UClGTZDyz3CSl92TgDqIr0nw,caltech,Universidades y academia,https://yt3.ggpht.com/ytc/AIdro_nrc78JSxQwK6kpYzDdmqtFf4OJR-n-9PISGopDSTlH-ME=s240-c-k-c0x00ffffff-no-rj
UClHoGwPuTIxPMtSqGb14Xng,Annonnymous Resident,Política y gobierno de Colombia,https://yt3.ggpht.com/ytc/AIdro_ljg-XO3PdtFekNkYCPMnIPB6W18Td76ptdnBmsMC_bLJo=s240-c-k-c0x00ffffff-no-rj
UClLLRs_mFTsNT5U-DqTYAGg,La Vanguardia,Noticias y medios (Colombia),https://yt3.ggpht.com/q7stAs5-mvw2TI48fE1qsi8gVtosw_TuOFQsJA3yacXUD86xdHhB2uPE4j01qp1zT-1OJM16CPU=s240-c-k-c0x00ffffff-no-rj
UClOuePXlJnw8-br7SXiuHqg,Cambridge Union,Universidades y academia,https://yt3.ggpht.com/gw-xTOT0AYXWVDY1ck7wq44lxqfVtORhMdMDLjKy9l1KwANANlwyCyoY047DUXGVZMfuzuaF-A=s240-c-k-c0x00ffffff-no-rj
UClTPdtlgYcJp7f4WXxEnWcw,MathPures,"Física, matemáticas y ciencia fundamental",https://yt3.ggpht.com/i5ymWRsmcy0JOiFK7Xe_fIWKSu0albaACPiVzBmGoyFz_b786jOlDdFYKNU9XQ-22-ebHq3QxQ=s240-c-k-c0x00ffffff-no-rj
UClWLL_o68h3rwrxQjMQvaLQ,Aún no sé - Podcast.,"Podcasts, entrevistas y opinión",https://yt3.ggpht.com/qJzuJWRNUhchDQ84TNYyX62ctCUsR60RQu1ZMSJucKQw9nZE_fo-eRRjasfNz6wsfKf99nB7WQ=s240-c-k-c0x00ffffff-no-rj
